Age,Occupation,purchase1,purchase2,purchase3,purchase4,purchase5
53,5,339,2055,221,3382,9676
62,9,1844,6592,1165,11216,9493
40,6,3022,5349,898,23483,6614
64,5,1760,3205,648,11996,7571
68,10,1182,948,2093,835,896
31,7,2083,6125,398,4189,11889
17,16,3608,7144,2319,16187,11323
51,20,3916,781,1500,3223,4379
29,19,1313,9534,1068,16230,11539
47,3,4146,9505,374,2573,11552
56,20,4207,3464,393,7976,11174
41,18,1468,2744,1617,14755,2479
20,5,2362,3111,282,13718,12520
54,2,3070,5931,1510,14681,9715
50,16,2082,2299,303,15409,10017
34,19,4623,6237,1229,23257,10602
50,14,3946,8996,766,20450,7479
36,15,794,9745,431,16720,9268
57,11,814,3220,1595,20597,11033
20,4,2274,518,473,14391,9266
23,4,1333,9283,1136,4541,10693
37,14,1411,3656,1471,23138,3601
17,17,3734,543,2387,24392,1560
52,10,4563,6108,2420,2341,3650
52,2,1592,8998,1063,14281,1381
48,8,2627,3742,142,18838,6448
47,2,3421,6566,203,10821,11436
54,2,2561,6201,757,1978,12809
53,1,622,9305,260,7302,8261
20,20,2558,7444,257,10453,1909
25,3,4075,5167,2264,15258,9228
64,3,3613,2079,2449,12183,8805
60,11,2171,3677,1618,16272,2828
58,10,1355,5467,1799,2766,1435
61,15,2376,850,2373,10211,11126
19,12,1421,7365,2178,16712,13096
59,1,3285,7085,838,24280,12106
54,17,70,6942,67,7308,8182
53,2,753,6125,1894,13592,1551
26,6,1755,7086,509,8383,12000
48,16,482,2329,2319,13284,831
69,12,3921,1812,1526,6022,529
31,10,44,2947,1932,9995,9880
49,19,4480,2356,1055,21348,5722
49,11,2204,7998,2494,15184,8687
45,18,1886,2170,1306,19504,5451
53,14,4519,4161,2065,11205,6706
39,1,3575,1964,1576,20087,4788
30,13,498,7073,196,6286,13050
24,16,3715,2493,426,4531,10349
19,12,4833,6026,1747,21767,14683
42,10,540,8905,1162,23063,1613
47,15,4893,5908,198,3139,5727
54,12,4757,2057,917,12780,4688
68,13,1607,240,2332,4487,3136
35,15,2698,6433,1240,3810,616
64,20,4720,2903,2339,18242,5195
59,11,2206,5595,1159,16405,2013
38,12,3055,2908,90,8317,13080
32,6,680,8227,859,10831,12474
64,19,4722,898,2296,11380,14822
58,15,3657,1703,279,9648,0
57,12,4291,1405,2301,7523,4512
53,10,182,239,314,6238,11851
16,11,30,5971,209,10552,11083
52,16,1517,2756,1188,23424,1539
47,18,2318,7933,1609,17184,3315
22,3,4198,6357,997,8893,907
17,1,1747,6986,1918,5235,2139
68,13,1682,7152,2072,15048,6048
18,20,3388,9382,1527,15519,6335
17,10,4635,3825,2235,9365,8150
61,15,2098,3888,316,19898,4155
22,8,3162,7160,366,18617,2742
44,12,3793,7115,1370,23631,13829
68,9,2645,3765,433,6424,3288
55,6,1678,5816,128,19194,566
61,13,559,5008,2377,23282,576
16,2,695,9049,1300,13499,13726
36,2,1734,2843,767,19519,1624
26,4,4193,2172,1364,2020,2427
67,7,1202,5684,1724,12831,10386
45,1,4969,2283,1042,11330,5517
58,19,1812,7565,2384,24692,740
48,16,1872,2454,1957,3604,6242
68,3,4392,9666,560,1552,7078
25,20,3916,892,1319,625,3379
58,14,1271,7710,2293,7658,5176
67,16,3112,1137,1913,20259,3728
67,3,2369,3975,1037,8282,9772
43,19,1359,5225,1084,287,931
30,14,1166,7384,232,8981,1110
32,5,4446,4445,707,1090,13196
65,4,1980,9449,1023,5301,2618
68,9,3157,5165,384,2605,9003
70,2,1714,4114,1382,2399,2890
40,7,4636,6648,1109,19731,8943
49,11,3461,5090,1294,13483,2152
57,8,590,7101,2279,2389,1477
50,8,1348,4619,1747,13185,11652
39,9,3900,1386,2233,13770,10542
25,15,1073,7993,1422,12640,13158
68,11,1967,3281,571,13711,1198
57,16,430,9295,506,2218,8909
49,12,531,9661,1932,22985,1561
19,6,859,7698,373,16418,12724
53,13,4325,2216,268,8514,2496
45,4,1343,8037,1844,2785,1378
24,2,76,9421,2317,24794,8091
21,20,3639,9743,1083,859,823
60,7,1708,1460,2094,16984,4146
37,19,34,8238,792,2988,6692
66,13,1780,5361,388,8603,244
62,8,3124,9692,1122,13451,9128
34,19,1205,7567,2397,1424,5657
44,20,1805,2171,334,14799,14992
17,10,4044,1570,376,37,6790
52,4,4231,1923,653,13580,5867
26,16,18,2932,2154,18832,2128
27,5,1012,9574,1953,11969,10725
61,19,753,4301,2223,17006,85
16,4,4931,4627,1823,15823,10247
19,19,2496,1333,117,8337,1957
66,17,2209,7489,942,8034,8518
37,18,1100,1415,472,14664,1514
18,3,4472,3254,1927,5835,4654
33,11,4951,5787,690,4717,2822
57,4,1213,4434,1172,13031,1318
50,12,2564,6534,2001,5878,9764
67,11,4091,9016,2070,24242,8497
44,12,3377,8450,952,4006,7328
34,10,1016,8422,2191,3622,2708
28,20,834,9068,603,19280,6211
18,10,2558,5859,2122,8321,12411
16,16,599,2862,1009,9478,9437
36,12,4268,5779,2216,8050,3295
50,1,4978,1079,1234,14927,3634
66,15,2800,2231,1606,6662,11193
49,13,2648,7300,167,24886,945
49,15,2938,9375,659,11276,13817
47,19,2489,2490,2433,12313,10910
22,4,2857,9060,2344,20913,4331
55,12,4943,9883,1718,890,1230
45,17,2803,6265,1678,11299,128
17,11,3848,5256,2097,7663,12686
16,16,586,9678,1233,10740,13723
41,18,2998,2445,656,16311,10809
54,14,2623,1634,451,8621,13889
16,16,1799,4274,1736,23256,808
31,3,2451,404,642,6837,6895
65,9,3536,4449,1844,5473,8106
62,19,2802,3530,633,1843,2325
28,1,1858,4175,1589,9408,3258
65,19,3897,186,433,3023,691
16,1,473,4026,1462,24419,12768
48,12,1046,1431,435,3737,8250
18,18,3796,3030,544,17905,2939
21,12,2833,9229,1684,310,2182
61,11,1381,1596,2058,1993,7239
60,11,1695,4707,1578,4158,2215
67,17,3115,2387,2131,6003,7189
27,15,1027,5143,2408,19124,1346
40,19,1585,968,770,14949,6620
20,14,1695,1830,1192,7572,11520
39,18,2113,4080,1751,22046,8726
26,13,1251,8275,372,7875,446
47,14,741,1844,35,7463,4710
53,11,2891,7238,868,13211,953
59,18,4102,792,2078,4281,12459
25,1,2379,7556,2007,9722,11592
61,16,1106,8424,1262,12201,2309
18,9,3102,1929,1103,6245,3837
29,10,201,4837,418,192,9486
28,6,41,2409,2428,16979,6383
18,2,454,1924,1912,1041,367
47,2,4162,7169,390,8345,58
35,20,72,5671,378,22862,2205
65,7,3499,5525,2202,6491,5109
62,14,482,1910,2196,22476,4736
43,9,2108,5488,2283,15834,3717
17,14,1124,4816,55,17486,9740
44,2,1266,9125,327,3379,10775
30,9,3757,5439,1237,3657,14071
21,7,2386,34,1954,7928,2997
22,11,4857,4831,1638,68,367
39,1,4519,1780,73,12859,4614
65,15,2217,3886,872,3131,9730
28,9,2230,1428,837,18026,12015
68,19,3014,9568,1273,12008,612
45,14,3206,4099,1903,17162,815
66,7,969,9323,1300,4127,5466
19,1,2703,1752,1254,21657,672
68,19,2118,6981,1664,8133,10445
24,5,3942,8980,2364,21154,7852
33,10,621,6869,542,12745,5450
63,4,3137,8234,1670,12073,1099
58,17,2878,8243,2308,4264,8624
65,8,1499,3810,2185,12239,3037
31,14,1317,4969,2093,13071,8138
46,15,972,7290,215,7129,9907
46,1,1969,8458,1834,24542,11256
55,4,3117,8429,845,12238,14916
18,20,3111,5471,1464,8019,12295
29,4,1737,6678,1683,17758,7217
61,9,3481,8729,399,13221,7682
69,4,1850,4021,2207,18882,1759
55,10,875,8677,2381,6122,2292
43,6,3681,5519,1033,13564,1462
65,9,491,3558,20,9794,9130
27,7,303,1667,718,12598,13318
52,2,4161,6608,1601,3057,13107
21,1,3416,473,2134,5325,14081
65,11,4331,603,2073,15079,4112
53,18,2456,1703,2335,5144,11483
70,5,1538,3820,1560,3243,11265
56,20,854,4437,1039,19872,12845
21,10,2678,4558,331,13745,15
34,20,3336,1118,1732,13640,14994
35,17,2705,2863,2169,81,11902
59,5,158,7476,1232,1085,11397
18,9,1430,9370,2029,4385,4111
44,6,1144,5332,642,4399,14933
32,19,3712,5316,1450,23757,6938
39,3,702,9748,107,17294,5939
53,20,1317,3245,1916,3440,10701
47,7,4065,346,1819,81,8161
60,19,401,6860,563,8428,14448
53,11,3958,7962,1439,13888,12673
33,9,449,4196,2318,19225,14867
49,8,2981,5689,1500,19787,851
20,5,49,356,1007,17741,8138
59,14,1898,6302,254,24521,11951
20,15,4010,7269,2459,6339,6590
31,2,4695,2757,281,24192,10909
40,1,1958,3445,2061,17284,9334
21,11,4583,4559,121,13204,8963
50,9,3724,4208,955,12286,5246
24,17,2168,6857,2039,7816,3575
38,20,4877,7744,658,12162,5390
40,19,612,2595,2112,17115,13205
31,17,732,7281,2004,13312,3842
63,2,2881,6920,811,16596,12184
36,2,484,6502,1184,2560,5597
63,13,1646,3635,989,12967,8982
39,17,474,5350,424,15774,4278
60,20,225,6310,316,14013,5266
55,19,1102,9411,901,2420,8590
64,2,138,9076,1702,2632,14727
16,8,4770,2647,352,10464,11276
28,10,142,2177,1067,24556,1802
16,17,537,1047,1194,13742,981
41,4,1047,5392,884,7127,3456
47,9,4146,7506,1403,21128,14093
36,14,3713,771,754,3783,11557
37,4,4474,2135,351,6870,10670
24,6,3711,8981,1319,9166,10644
20,11,4775,1312,2224,14850,3772
29,20,393,7775,303,12982,10675
48,10,4919,6091,2021,21247,8419
66,18,2758,630,498,3313,8459
58,18,1058,9570,1532,22748,1426
40,14,4697,3922,116,18714,14348
21,9,3723,1096,1262,4172,9006
45,1,1412,1916,704,10435,9378
37,20,1212,3783,749,7865,4346
67,9,3688,3341,2318,6605,5517
50,10,2304,7715,1216,10898,555
41,3,631,5541,1539,6986,3737
40,14,1899,2692,1607,9442,6409
43,13,1880,1311,1019,19062,8705
24,13,4200,8557,639,6440,10196
16,19,2985,4731,198,4444,6587
32,15,3244,5709,994,3688,12741
67,10,1647,7438,1361,22333,650
35,12,1950,5940,1351,21499,6155
24,16,2183,9277,280,20732,2076
63,8,3123,8054,885,23609,7672
31,20,3860,711,1839,13745,9438
50,16,1963,3523,269,10645,6259
19,15,3948,947,79,18707,6914
55,10,4605,423,1151,6939,14303
61,17,1533,4385,2415,19309,3118
19,16,3512,9559,2302,7339,1999
69,14,2436,1830,987,14010,3005
60,1,2342,3636,1258,1072,2304
40,8,2766,6920,326,1309,12300
50,13,4148,8346,1905,4904,11380
23,1,3276,5694,2272,20358,5212
32,9,1085,5007,1967,8366,11292
59,5,141,1226,339,19554,1915
41,9,1219,734,2342,13501,6457
61,18,4398,8183,627,5472,8955
25,20,2127,8675,2107,24239,2124
62,16,2753,3537,95,1685,7121
68,5,1274,8904,1538,6368,6544
57,3,4785,2240,386,591,7858
63,6,2528,7886,2179,11359,4195
48,2,4981,7549,1507,5339,1964
30,9,4838,2168,2252,13831,7698
58,12,2351,4325,1127,13293,4951
57,18,1939,8016,2457,24626,8735
40,14,4148,7246,1042,7378,1701
40,19,2107,7069,1689,13302,10215
69,18,3619,4562,1876,15197,12549
35,2,139,1410,2129,24613,711
40,9,1569,4569,699,24256,6007
47,12,3313,7706,38,86,12827
41,10,4005,808,1864,5172,2981
25,16,951,7127,489,5736,3552
35,19,4126,9981,259,9151,5311
17,20,560,3410,780,15665,1621
63,20,1099,8473,1164,15525,5357
68,19,3577,8858,1696,24222,1101
32,7,3762,2520,1713,22362,8899
46,2,4135,163,1496,7345,7810
39,19,1833,7438,490,16284,9882
42,15,4615,4402,1573,13996,4167
29,1,1882,193,236,22722,13756
68,4,3091,1371,453,355,4923
44,11,4268,459,1617,12909,8489
41,4,556,916,829,5134,2015
32,15,578,6300,1979,15630,10735
41,17,705,239,1070,2979,10078
67,10,804,1913,1421,24403,5193
57,20,127,8967,2030,19829,7034
58,8,4686,6308,1930,4751,3212
24,3,3197,5415,2229,3699,10663
25,10,1505,4970,333,15932,14300
42,12,207,3558,1125,22252,4450
55,5,3905,3787,347,24713,10296
37,9,472,4453,283,19809,10091
25,13,4367,4817,362,11198,2282
62,8,3335,9076,1903,15771,13133
45,9,2846,5061,32,19595,8748
64,2,761,8941,2390,5248,8216
17,14,4166,4064,978,11592,6581
22,7,659,3361,746,21059,1771
66,13,1179,5561,2290,22426,6018
29,16,2706,5504,1710,12408,5245
67,9,2528,451,1071,10885,5207
45,12,1930,9954,1066,15800,825
64,2,4076,7092,1665,9291,5275
45,15,691,8598,2417,6834,2668
28,18,2766,7969,929,12760,583
41,14,638,6944,2178,15465,14746
29,6,1793,3795,2490,17622,4118
27,1,453,353,39,23775,1372
48,4,2783,3235,641,11930,12702
43,19,1192,7493,181,18571,5679
63,8,4141,9927,1719,23283,9241
43,18,3554,5314,1964,9191,10646
36,20,3130,7516,742,15992,14385
36,11,1939,4325,553,23528,2053
48,18,400,4847,17,4971,8595
28,3,312,8130,2290,8234,4283
30,4,1518,5202,2386,19637,6101
48,16,3313,1267,2182,22880,13823
43,16,2998,6702,243,5909,11579
44,5,1157,393,651,12287,10537
62,17,1684,6429,1293,6828,4355
32,6,3215,5655,416,6598,7022
25,18,1692,3446,2300,3511,10890
41,15,2636,6806,1925,3454,11785
45,12,2493,9811,1706,2230,6888
17,9,2428,2260,1409,4891,1967
66,13,2860,5819,2348,14471,7995
45,19,3835,656,1593,4408,11158
56,5,476,9058,1266,7229,14339
35,11,4621,7644,1588,3659,14417
67,8,776,2176,1120,2721,14252
23,7,4336,4948,1565,4464,8404
65,17,2881,1503,1589,15554,14119
23,5,3650,5172,345,800,3623
38,16,3997,3730,125,17962,6075
30,11,45,4574,1719,2179,11419
31,6,1689,9998,981,12811,1503
48,6,2548,240,967,13839,228
50,20,1923,3991,148,23602,7683
42,12,248,4065,1856,1708,1637
46,3,3592,1797,1208,17368,4211
45,10,2402,9027,727,13491,9872
44,5,396,1290,537,8821,7942
35,13,4857,6650,697,21535,8399
36,13,4302,1639,1203,21274,11420
23,9,1927,7416,60,16002,9268
18,8,3173,8562,443,11392,14943
22,6,760,1997,1828,15737,7998
69,7,4042,8211,2414,23564,4413
24,14,177,2448,2166,22554,1200
21,16,4757,1099,316,6909,7499
69,16,4203,3478,1630,19116,7722
32,10,4591,8257,1981,23037,3984
21,15,3459,8373,2007,19383,7005
32,20,102,8048,2257,18472,6173
19,16,2411,2220,594,24471,1225
20,5,3138,1226,2227,18587,7270
24,20,899,3608,398,6225,4043
54,9,3105,3313,476,20589,10073
37,11,4295,2337,1572,4356,8068
59,14,1996,576,1987,3643,2245
48,5,395,950,1067,7850,10891
36,11,2522,509,299,14396,12122
43,12,1274,2383,224,2597,610
17,16,4407,6137,410,299,4430
53,8,2578,276,820,5420,9222
48,8,1237,4440,726,12000,13462
21,19,780,937,934,8800,10083
55,10,659,4242,637,4477,4060
32,19,2671,9413,709,11550,992
60,12,2221,3145,2053,23874,11997
31,4,3902,2017,2359,3725,5087
43,2,1707,9314,2277,1563,9162
33,14,1204,9018,1025,510,13700
70,10,3502,1009,872,22792,7719
51,11,1092,2231,984,21565,9092
48,14,1287,7201,6,6734,10431
68,12,4303,3516,1922,20552,2482
17,19,1978,1650,772,12808,12599
22,1,3467,9558,1894,5266,7461
53,11,3813,4378,1610,397,12749
68,13,1760,8908,2498,21203,8136
49,20,2114,3345,1034,7808,12821
50,11,4029,2724,1408,23582,10483
16,2,212,6978,2215,12754,2021
26,18,518,3701,1567,22426,11376
45,13,2126,6484,257,5310,11825
29,10,245,6811,346,7776,9500
27,5,909,9315,962,4375,11560
29,18,4951,4621,2103,8719,6691
32,6,509,3709,576,24721,3976
36,19,4336,8732,795,22665,12753
19,16,4639,8772,587,9004,5021
25,20,2581,1176,880,19202,2726
34,18,775,1346,1934,6162,1266
21,10,3784,5419,1304,12,2892
65,9,512,9642,1589,24880,13370
33,12,4908,5253,2310,16698,6332
33,1,1372,193,243,16431,1675
41,6,4676,1466,632,18573,6509
40,10,3821,3361,445,16266,5961
55,11,2981,6557,852,20829,13971
38,15,1471,2633,48,14802,4426
57,3,11,1338,2315,10843,11346
22,1,4190,8944,1510,13591,1065
25,19,1121,8081,950,7529,13455
18,11,2974,1483,1089,7772,276
37,11,1307,8713,1249,19601,14113
54,19,4782,3785,1401,2981,950
34,20,1535,1347,1592,18937,426
43,4,3937,2713,154,16394,3027
33,16,2129,817,2241,6157,10419
43,15,1215,7846,181,3656,5144
22,6,843,8639,1205,15423,486
36,2,4659,5348,1124,14553,3813
42,4,3676,7453,1459,10698,7638
26,1,3856,4282,1894,13415,3736
26,2,7,8093,1516,14167,6654
42,19,4370,6753,2409,22918,13891
24,4,4446,8428,243,5718,8431
68,6,4741,5546,1346,4728,12241
28,15,1896,5529,702,6553,363
47,18,2122,3393,583,20925,14246
52,20,158,2252,563,20724,13434
30,16,3672,4664,931,18222,13648
25,6,4125,5071,1704,12034,14068
65,20,2160,7821,308,2051,8620
61,8,4525,8393,2340,23699,981
27,10,3067,4628,466,11640,3455
23,10,404,4142,1114,7225,10106
49,3,1024,574,305,23822,1678
48,14,4877,5530,206,23941,13367
49,1,3769,4587,2362,24135,6804
66,6,970,9379,222,5380,3626
57,19,1859,608,1640,12734,7236
18,11,4426,2114,1798,15011,5111
62,16,2338,7708,779,14148,6517
39,1,764,1592,1073,1058,14122
61,11,1866,7963,2057,2439,7057
70,8,2437,1590,1512,19114,14041
28,2,2636,995,122,12029,2780
42,13,483,1363,1962,14126,1865
46,9,2969,5097,2192,12214,6012
30,20,3578,161,840,11318,6649
28,18,2584,217,2284,5879,11882
29,6,2366,9228,696,7147,5391
51,16,954,9381,1767,2247,11063
50,2,4447,7251,1947,14163,3294
41,20,1743,6657,1048,13145,675
35,10,929,3140,1660,23146,544
70,20,348,3379,367,7846,10317
55,2,1084,1481,299,16775,8844
45,19,1925,6178,2250,3771,5034
22,2,3690,506,1575,20431,14378
66,17,4538,1541,1949,10477,11791
60,5,4094,311,231,1845,9353
63,6,2215,8422,2181,15133,9605
61,9,4851,7972,337,18391,2792
33,12,3574,8730,412,22659,8058
67,15,2223,8949,2181,5072,4849
70,7,3079,6978,2200,8797,12763
39,1,180,3461,664,345,12532
30,1,1048,5802,1876,11803,2336
35,10,4769,9441,958,264,5393
37,11,1147,9030,2033,14215,8605
65,11,1661,1610,1145,15246,919
42,15,1694,6747,177,16108,4159
52,10,2267,7497,1979,24254,9964
41,17,1532,2998,2400,6870,6622
51,1,1128,8728,1002,4024,4855
60,20,2893,6683,1709,19640,812
30,19,2470,2667,507,21925,1692
68,11,717,2540,2003,9430,11816
39,5,512,7081,1953,17032,12143
69,8,2550,4503,927,24425,2448
49,16,1906,2388,670,2860,10964
57,11,2699,6124,1753,16195,11770
59,1,3148,5227,2070,21087,10724
24,7,3212,786,99,1283,2262
17,13,4075,9229,2130,13143,10991
53,5,2052,7482,1248,14896,5803
52,10,3212,6182,455,17534,9487
38,11,1824,5077,1283,21216,9048
52,15,1175,448,863,1936,4980
50,9,2613,6230,1901,17713,14380
39,12,4525,6172,1130,7839,5427
16,19,1559,2504,17,6864,2261
25,14,1971,2555,2446,327,2217
48,10,3066,9207,1794,3083,5959
59,9,3978,2545,991,6980,7469
20,4,2380,9560,1802,8454,6973
62,17,2413,7152,573,15917,1841
31,6,4049,5730,85,8666,13712
32,7,1003,4940,1717,20365,5103
57,6,4448,4726,1347,10373,8640
70,11,2410,551,140,9023,1528
47,17,2923,4591,1410,6787,5322
24,1,4169,1722,2483,15277,14218
35,6,3561,3840,43,6710,2441
19,8,3513,8104,2345,9975,12429
54,12,635,9429,844,13010,2925
20,2,2825,6325,1169,11848,17
59,19,4425,2637,2150,4515,9605
57,1,2306,14,646,10957,14878
42,3,4714,8116,1359,11285,11900
16,5,1698,9101,1174,2353,6993
35,6,4170,6319,686,7152,1701
65,1,166,9946,2305,11515,5890
52,15,4795,9898,269,3308,7571
34,18,2734,7147,656,17629,11017
64,10,158,2086,1214,24294,8403
34,13,3491,8496,45,17744,1517
37,2,4056,9219,2328,15761,4504
31,14,1016,4222,1118,270,4480
49,19,3684,9012,725,17647,580
30,20,4531,1206,2159,13768,13596
17,9,3126,6592,1296,2810,2198
20,15,4076,6287,392,10473,14724
50,3,271,8522,357,17350,13529
63,17,4303,4300,815,12210,4503
54,16,2429,1340,1052,24804,9094
62,3,2809,853,2369,16510,3898
50,2,2928,4208,648,1308,9232
16,5,2819,1844,1771,15109,7155
34,8,385,6763,849,6795,8336
31,7,3685,1040,1565,8914,3972
52,3,2885,494,1563,15901,5877
43,10,3469,537,2225,16376,9359
64,9,1340,6747,775,12577,11926
42,8,4558,5390,787,98,9099
65,6,4270,7718,1539,19182,6697
65,6,1349,6268,1395,1796,9187
42,18,3353,9293,102,24575,5857
28,18,3325,8413,692,10017,8295
53,14,2765,1169,2233,4932,2464
30,13,836,7930,277,6840,7586
63,7,846,6365,2156,6963,4273
53,8,2648,6706,1815,2881,7284
48,8,4492,3239,1065,8276,13586
42,14,3756,9786,1093,16847,4452
67,17,3288,9575,823,18426,11519
61,15,3664,9969,1417,9497,14093
35,20,4936,2873,2442,4701,7971
57,6,1620,4508,1725,4722,7977
60,12,563,5307,1281,11580,9912
49,7,1770,7657,854,18093,11129
17,19,1025,6363,2226,22854,14731
47,16,369,7144,2151,485,9795
50,7,1696,6365,1762,14604,3751
24,19,3725,8774,270,6980,1987
21,15,4817,6202,2440,4058,3318
68,4,2427,2337,1244,2590,6052
54,3,2444,5118,1164,2921,3100
47,6,3462,6172,192,19553,237
55,9,4708,3273,388,22418,12856
25,19,3253,5535,2148,7823,4338
27,10,1727,7526,2347,11944,10142
47,11,3192,7866,43,14414,12730
48,1,475,9720,646,9055,8858
37,18,1436,3084,609,9277,9362
34,18,3825,5135,69,11175,11798
21,8,4770,3399,2006,5823,2086
60,4,2811,5209,391,8266,11983
19,17,4386,4288,1282,3438,5229
51,1,3212,3610,1740,6201,8352
62,9,2985,142,255,19475,5994
36,20,3440,6981,345,22050,2768
48,7,4458,4548,911,12053,12685
51,15,4548,393,2448,18240,7357
59,17,4435,17,2064,10059,14407
38,18,1286,6701,2314,926,14531
44,17,2426,4255,1750,16105,422
48,10,3707,9936,783,7670,8054
39,2,2467,9881,1000,21810,5100
57,16,1144,3963,2102,22784,5264
46,3,1307,3721,353,10313,298
25,15,4819,9398,1553,14897,2725
37,12,4292,2681,1372,9429,796
58,2,3077,6576,1137,21872,2404
63,9,4915,8592,1747,22808,9168
31,14,487,7182,2148,8883,3640
63,19,582,3154,2250,11422,9351
27,2,1783,8309,807,18274,10194
43,19,4315,2114,1974,2983,2793
58,1,1933,2615,1116,9054,8280
57,11,1217,2554,2166,4609,14975
16,2,513,960,1962,7172,2704
69,1,4245,3991,1717,21418,5148
59,18,1404,3988,231,5080,12192
32,16,3550,2322,414,17372,4817
42,19,3071,681,824,21529,11000
54,19,4390,2422,1572,24385,10251
52,1,3278,4335,911,9538,69
28,2,1460,6476,1271,9819,6383
45,16,1425,4789,1528,20408,11087
54,1,4813,1733,1643,5197,2824
20,20,4836,1362,1553,11414,1079
66,7,1238,3703,1960,4300,5318
52,10,499,7283,956,14757,5302
25,16,4193,5271,756,17178,4555
42,8,4437,3713,1531,4587,9968
52,20,28,9744,1193,3186,1763
48,14,1844,1642,1313,20777,3964
30,14,3976,187,262,5656,6576
54,17,839,4120,1845,10725,11518
59,16,3086,4101,356,11098,14119
26,15,4036,4083,951,7476,6427
66,6,1697,5243,391,23092,2703
51,2,4708,9366,688,14769,4451
38,16,4580,2635,673,23869,14336
58,8,4462,4882,486,17081,2715
37,12,4039,3416,2249,1899,2086
36,12,30,17,2013,11973,13428
69,16,2263,7985,2097,21770,10090
60,18,841,53,125,5845,5601
23,5,468,2537,1077,401,5658
61,17,4515,1788,1799,15374,11021
22,5,4549,13,2161,3993,9826
60,13,3450,436,574,9658,790
31,6,1555,8634,120,9625,10731
21,13,1612,2751,48,21282,6314
45,7,1436,9076,1540,3808,7189
32,9,4240,6159,926,7633,8558
19,4,2977,1921,903,19939,8109
50,8,2247,7696,1092,9349,12093
50,7,989,5078,1244,6391,1244
45,3,330,6921,2412,4081,444
56,4,3872,524,1284,24190,353
65,9,2009,5271,159,22358,8683
19,14,1392,2043,1919,21162,10340
40,12,960,8174,1149,2909,9889
44,5,1179,4756,219,20136,3528
23,8,4412,3702,333,7596,10956
25,10,3360,5135,1905,20831,12595
27,1,2184,880,1824,14172,14006
35,1,1779,8039,559,3508,3431
31,20,497,4113,1287,14972,5522
68,10,1357,4255,2215,13784,13970
68,15,16,9196,2265,2219,9361
16,6,1505,8811,390,12173,11725
17,3,498,310,1083,10433,14367
40,16,603,6085,1109,10197,5615
64,13,2256,7580,2235,7910,13261
54,13,318,3223,1171,18339,9616
70,1,740,2606,791,3503,2502
19,12,2714,3612,1389,6753,5269
23,10,4423,2912,416,12080,8271
25,13,3578,716,242,5617,148
69,6,2325,5251,1697,941,5128
52,19,4364,4877,632,17401,9912
67,12,4279,8831,955,15505,8152
66,2,99,1645,1612,9959,12809
66,2,451,466,725,13703,1528
30,19,914,7625,192,23003,4333
17,12,1333,6623,113,7494,7377
39,14,869,8367,2281,23348,12148
23,20,4905,3953,537,19429,8663
19,11,1495,9642,624,13898,13939
50,11,286,9852,2130,1793,10099
62,5,341,4064,1998,23847,6628
43,13,4235,2720,1097,3418,4491
20,16,664,5806,965,11285,5014
44,10,192,804,2151,4090,794
22,11,3665,3058,1118,12644,8728
56,9,1313,9488,2247,11981,945
62,9,4638,7313,1337,15383,7053
20,10,3095,34,556,1769,4878
61,20,3058,2898,1625,14955,12293
33,19,176,767,2479,8416,13490
58,10,3519,7001,177,11828,10062
66,3,4100,1662,929,18170,4846
36,2,453,2587,338,5646,3685
60,10,511,5932,2491,13820,7263
70,20,3371,228,364,7539,6146
40,2,1613,9425,1769,24370,11468
47,17,3343,9549,1653,14870,5000
70,9,83,2012,2483,2500,6443
24,20,2440,7424,953,20086,6738
28,16,2312,3147,1200,9814,9630
62,14,3084,7547,2102,175,6502
48,2,400,9882,1560,14476,2607
62,6,24,9816,1039,13131,14259
32,1,3818,5430,1457,4748,3970
37,15,1897,1970,446,9497,14417
64,10,114,7753,2484,15535,3332
37,18,2926,581,1883,5488,761
21,7,3912,5294,2266,15367,14998
69,6,2324,232,1679,13946,5442
28,10,2599,4606,2437,7283,3737
19,15,3457,7479,765,4758,14241
57,11,3088,6299,1314,8031,788
36,4,1158,5129,335,23588,12598
50,7,385,4645,855,13227,9535
19,7,3640,5476,504,10013,9360
52,16,2995,6479,1222,6715,5148
64,18,3308,8422,704,7766,8520
42,19,2397,1725,1616,2539,6650
52,11,4141,253,155,5409,3022
55,10,4841,6112,475,5696,5294
37,3,2611,6164,1874,13629,3111
25,2,963,6424,2154,11208,9907
70,11,792,8221,132,11013,11845
18,16,4266,3956,1,8620,11135
45,20,2465,6302,582,4573,4828
67,20,4354,5209,352,11649,1822
49,2,177,5736,1957,4327,1014
31,8,1154,1502,895,24056,10416
30,13,3595,1858,32,10353,12221
35,5,1559,9727,645,11201,4383
33,19,3067,3127,1424,5033,1587
32,11,1998,84,2365,2039,5802
63,13,2839,4522,94,24036,2993
29,2,1386,238,1043,4593,683
29,6,4534,483,422,11281,11908
69,13,1027,8041,818,12415,3189
28,4,3273,9491,1276,10377,11198
41,9,4216,8645,1319,23210,2588
60,16,2782,6337,2202,21664,4713
67,2,1036,7719,1840,24479,7704
45,9,3027,5944,2254,2293,362
55,11,1614,2194,182,15845,14171
65,17,4039,905,830,12609,4316
46,14,2766,208,513,3543,14476
59,7,1831,6006,354,12778,8131
52,19,3492,4126,2230,3214,11728
49,10,4231,8343,1903,6440,6658
52,3,2283,9588,1836,4823,10723
36,9,3172,2046,1158,8806,14152
47,12,3163,4004,152,2334,478
